Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_416812.1 histidine ABC transporter periplasmic binding protein,1,1,1,0,1,1,1
NP_416813.1 lysine/arginine/ornithine ABC transporter periplasmic binding protein,1,1,1,0,1,1,1
NP_416814.1 flavin prenyltransferase,1,0,1,1,1,1,1
NP_416815.1 amidophosphoribosyltransferase,0,0,0,0,0,0,0
NP_416816.1 colicin V production protein,1,1,1,1,1,1,1
NP_416817.2 cell division protein DedD,1,0,1,0,1,0,0
NP_416818.1 bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase,0,0,0,1,0,0,0
NP_416819.1 acetyl-CoA carboxyltransferase subunit beta,1,1,1,0,0,0,0
NP_416820.1 DedA family protein DedA,1,1,1,1,1,1,1
NP_416821.1 tRNA pseudouridine(38-40) synthase,0,0,0,0,0,0,0
NP_416822.1 putative semialdehyde dehydrogenase Usg,1,0,1,0,1,0,0
NP_416823.1 erythronate-4-phosphate dehydrogenase,0,0,0,0,0,0,0
NP_416824.1 putative flagella assembly protein,1,0,1,0,1,0,1
NP_416825.1 putative transporter YfcJ,1,1,1,1,1,1,1
NP_416826.1 beta-ketoacyl-[acyl carrier protein] synthase I,1,0,0,1,0,0,0
NP_416827.4 fused 5-methylaminomethyl-2-thiouridine-forming methyltransferase and FAD-dependent demodification enzyme,1,0,1,1,1,0,0
NP_416828.1 protein YfcL,0,0,0,0,0,0,0
NP_416829.1 EF-P-Lys34 hydroxylase,0,0,0,0,0,0,0
NP_416830.1 conserved inner membrane protein YfcA,1,1,1,1,1,1,1
NP_416831.1 peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,1,0,1,1,0,1,0
NP_416832.1 chorismate synthase,0,0,0,0,0,0,0
NP_416833.4 50S ribosomal subunit protein L3 N(5)-glutamine methyltransferase,0,0,0,0,0,0,0
NP_416834.1 putative endonuclease SmrB,0,0,0,0,0,0,0
NP_416835.2 DUF2544 domain-containing protein YfcO,1,0,0,1,1,0,1
NP_416836.1 putative fimbrial protein YfcP,1,1,1,1,1,1,1
NP_416837.1 putative fimbrial protein YfcQ,1,1,1,0,0,1,0
NP_416838.1 putative fimbrial protein YfcR,1,1,1,1,1,1,1
NP_416839.1 putative fimbrial chaperone YfcS,1,1,1,1,1,1,1
NP_416841.1 putative fimbrial protein YfcV,1,0,1,1,1,1,1
NP_416842.1 phosphohistidine phosphatase,0,0,0,1,0,0,0
NP_416843.1 3-hydroxyacyl-CoA dehydrogenase FadJ,1,0,1,1,0,0,0
NP_416844.1 3-ketoacyl-CoA thiolase FadI,1,0,0,1,0,0,0
NP_416845.2 DUF406 domain-containing protein YfcZ,0,1,0,0,0,0,0
NP_416846.2 long-chain fatty acid outer membrane channel/bacteriophage T2 receptor,1,1,1,1,1,1,1
NP_416847.1 protein YfdF,0,0,0,0,0,0,0
NP_416848.1 intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,1,1,1,1,1,0,1
NP_416849.1 inner membrane protein YfdC,1,0,1,1,1,0,1
NP_416850.1 CPS-53 (KpLE1) prophage; prophage CPS-53 integrase,0,0,0,0,0,0,0
NP_416851.1 CPS-53 (KpLE1) prophage; putative bactoprenol-linked glucose translocase,1,1,1,1,1,1,1
NP_416852.1 CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,1,0,1,1,1,0,1
NP_416853.1 CPS-53 (KpLE1) prophage; serotype specific glucosyl transferase,1,1,1,1,1,1,1
NP_416855.1 CPS-53 (KpLE1) prophage; putative tail fiber assembly protein YfdK,1,0,0,0,0,0,0
NP_416858.1 CPS-53 (KpLE1) prophage; protein YzyA,0,0,0,0,0,0,0
NP_416860.4 CPS-53 (KpLE1) prophage; protein YfdP,1,0,0,0,0,0,0
NP_416861.1 CPS-53 (KpLE1) prophage; protein YfdQ,0,0,0,0,0,0,0
NP_416862.2 CPS-53 (KpLE1) prophage; 5'-deoxynucleotidase,0,0,0,0,0,0,0
NP_416863.1 CPS-53 (KpLE1) prophage; protein YfdS,0,0,0,0,0,0,0
NP_416864.1 CPS-53 (KpLE1) prophage; protein YfdT,0,0,0,0,0,0,0
NP_416865.1 DNA-binding transcriptional dual regulator DsdC,0,0,0,0,0,0,0
NP_416866.1 D-serine transporter,1,1,1,1,1,1,1
NP_416867.1 D-serine ammonia-lyase,1,0,0,1,0,0,0
NP_416868.1 tripartite efflux pump membrane subunit EmrY,1,0,1,1,1,1,1
NP_416869.1 tripartite efflux pump membrane fusion protein EmrK,1,1,0,1,1,0,1
NP_416870.1 DNA-binding transcriptional activator EvgA,0,0,0,0,0,0,0
NP_416871.1 sensory histidine kinase EvgS,1,1,0,1,1,1,1
NP_416872.4 acetyl-CoA:oxalate CoA-transferase,0,0,0,1,0,0,0
NP_416873.1 putative transport protein YfdV,1,1,1,1,1,1,1
NP_416874.1 oxalyl-CoA decarboxylase,1,0,1,1,1,1,1
NP_416875.1 formyl-CoA transferase,0,0,0,0,0,0,0
NP_416876.1 protein YfdX,1,1,1,0,1,1,1
NP_416877.1 colanic acid synthesis putative lipoprotein YpdI,1,1,0,1,1,0,1
NP_416878.1 DUF2545 domain-containing protein YfdY,1,1,1,1,1,1,1
NP_416879.4 palmitoleoyl acyltransferase,1,0,0,1,1,0,1
NP_416880.1 glutamate--pyruvate aminotransferase AlaC,0,0,0,0,0,0,0
NP_416881.1 sensory histidine kinase YpdA,1,1,1,1,1,0,1
NP_416882.1 DNA-binding transcriptional activator YpdB,1,1,0,0,0,1,0
NP_416883.1 putative AraC-type DNA-binding transcriptional regulator YpdC,0,1,0,1,1,0,0
NP_416884.1 putative PTS multiphosphoryl transfer protein FryA,1,1,1,1,1,0,1
NP_416885.1 broad-specificity exoaminopeptidase,0,0,0,0,0,0,0
NP_416886.1 aminopeptidase,0,0,0,0,0,0,0
NP_416887.1 putative PTS enzyme IIC component FryC,1,1,1,1,1,1,1
NP_416888.1 putative PTS enzyme IIB component FryB,1,1,1,0,1,1,1
NP_416889.1 glucokinase,1,0,0,1,0,1,0
NP_416890.1 putative transport protein YfeO,1,1,1,1,1,1,1
NP_416891.1 DUF2502 domain-containing protein YpeC,1,1,0,0,0,0,0
NP_416893.1 Mn(2(+))/Fe(2(+)): H(+) symporter MntH,1,1,1,1,1,1,1
NP_416894.1 nucleoside:H(+) symporter NupC,1,1,1,1,1,1,1
NP_416895.2 putative IS186/IS421 transposase,0,0,0,0,0,0,0
NP_416896.4 putative c-di-GMP phosphodiesterase PdeA,1,1,1,1,1,1,1
NP_416897.2 putative DNA-binding transcriptional regulator YfeC,0,0,0,0,0,0,0
NP_416898.3 putative DNA-binding transcriptional regulator YfeD,0,0,0,0,0,0,0
NP_416899.1 glutamate--tRNA ligase,0,0,0,0,0,0,0
NP_416900.1 DNA-binding transcriptional activator XapR,0,1,0,0,0,0,0
NP_416901.1 xanthosine:H(+) symporter XapB,1,1,1,1,1,1,1
NP_416902.1 xanthosine phosphorylase,0,0,0,1,1,0,0
NP_416903.1 conserved outer membrane protein YfeN,1,1,1,1,1,1,1
NP_416904.1 putative LysR-type DNA-binding transcriptional regulator YfeR,1,1,1,0,1,0,0
NP_416905.1 putative solute:Na(+) symporter,1,1,1,1,1,1,1
NP_416906.1 DNA ligase,0,0,0,1,0,0,0
NP_416907.1 cell division protein ZipA,1,0,0,0,1,0,0
NP_416908.1 sulfate:H(+) symporter,1,1,1,1,1,1,1
NP_416909.1 O-acetylserine sulfhydrylase A,1,0,1,0,1,1,0
NP_416910.1 phosphocarrier protein HPr,0,0,0,0,1,0,1
NP_416911.1 PTS enzyme I,1,0,0,0,1,0,1
NP_416912.1 Enzyme IIA(Glc),1,1,0,0,1,0,1
NP_416913.1 pyridoxal kinase I,1,0,0,1,0,0,0
NP_416914.1 protein YfeK,1,1,1,0,0,1,1
NP_416915.1 conserved protein YfeS,0,1,0,0,0,0,0
NP_416916.1 cysteine synthase B,0,0,0,0,0,0,0
NP_416917.1 sulfate/thiosulfate ABC transporter ATP binding subunit,1,0,0,0,1,0,1
NP_416919.1 sulfate/thiosulfate ABC transporter inner membrane subunit CysU,1,1,1,1,1,1,1
NP_416920.1 thiosulfate/sulfate ABC transporter periplasmic binding protein CysP,1,1,1,1,1,1,1
NP_416921.4 putative oxidoreductase,0,0,0,0,0,0,0
NP_416922.1 DNA-binding transcriptional dual regulator MurR,0,0,0,0,0,0,0
NP_416923.1 N-acetylmuramic acid 6-phosphate etherase,0,0,0,0,0,0,0
NP_416924.1 N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter,1,1,1,1,1,1,1
NP_416925.2 penicillin binding protein 4B,1,0,1,1,1,1,1
NP_416926.4 porphyrinogen peroxidase,0,0,0,0,0,0,0
NP_416927.1 DUF1131 domain-containing lipoprotein YfeY,1,0,0,0,1,0,1
NP_416928.4 putative inner membrane protein,1,1,1,1,1,1,1
NP_416929.4 putative acetyltransferase YpeA,0,0,0,0,0,0,0
NP_416930.1 N-acetylmuramoyl-L-alanine amidase A,1,1,0,0,1,0,1
NP_416931.1 coproporphyrinogen III oxidase,0,0,0,0,0,0,0
NP_416932.1 putative AraC-type transcriptional regulator EutR,0,0,0,0,0,0,0
NP_416933.4 putative structural protein ethanolamine utilization microcompartment,0,0,0,0,0,0,0
NP_416934.1 putative structural protein ethanolamine utilization microcompartment,0,0,0,1,1,0,1
NP_416935.1 ethanolamine ammonia-lyase subunit beta,0,1,0,0,0,0,0
NP_416936.4 ethanolamine ammonia-lyase subunit alpha,1,0,1,1,1,1,1
NP_416937.2 CPZ-55 prophage; putative phage integrase IntZ,0,0,0,0,0,0,0
NP_416938.1 CPZ-55 prophage; uncharacterized protein YffL,0,0,0,0,0,0,0
NP_416939.1 CPZ-55 prophage; uncharacterized protein YffM,0,1,0,0,0,0,0
NP_416940.2 CPZ-55 prophage; uncharacterized protein YffN,0,0,0,0,0,0,0
NP_416941.1 CPZ-55 prophage; uncharacterized protein YffO,0,0,0,0,0,0,0
NP_416942.1 CPZ-55 prophage; uncharacterized protein YffP,0,0,0,0,0,0,0
NP_416943.2 CPZ-55 prophage; uncharacterized protein YffQ,1,0,0,0,1,0,1
NP_416944.1 CPZ-55 prophage; uncharacterized protein YffR,1,0,0,0,0,0,1
NP_416945.2 CPZ-55 prophage; uncharacterized protein YffS,0,0,0,0,0,0,0
NP_416946.1 reactivating factor for ethanolamine ammonia-lyase EutBC,0,1,0,1,1,0,0
NP_416947.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_416948.4 putative alcohol dehydrogenase in ethanolamine utilization,0,0,0,1,1,0,0
NP_416949.1 putative chaperonin ethanolamine utilization protein,0,0,0,0,0,0,0
NP_416950.1 putative aldehyde dehydrogenase ethanolamine utilization protein,1,0,0,1,0,0,0
NP_416951.1 putative carboxysome structural protein,0,1,0,0,1,0,0
NP_416952.2 putative structural protein ethanolamine utilization microcompartment,0,1,0,0,1,0,1
NP_416953.1 phosphate acetyltransferase EutD,0,0,0,1,0,0,0
NP_416954.1 putative ethanolamine utilization cobalamin adenosyltransferase,0,1,0,0,0,0,0
NP_416955.1 putative ethanolamine utilization protein EutQ,0,0,0,0,1,0,1
NP_416956.1 putative ethanolamine utilization protein EutP with nucleoside triphosphate hydrolase domain,0,0,0,0,0,0,0
NP_416957.4 putative structural protein ethanolamine utilization microcompartment,0,0,0,0,1,0,0
NP_416958.1 malate dehydrogenase,1,0,0,1,0,0,0
NP_416959.1 transaldolase A,0,0,0,0,0,0,0
NP_416960.1 transketolase 2,0,0,0,1,0,0,0
NP_416961.1 DUF1176 domain-containing protein YpfG,1,0,0,1,1,0,1
NP_416962.1 GDP-mannose hydrolase,0,0,0,0,0,0,0
NP_416963.1 putative oxidoreductase Fe-S subunit AegA,0,0,0,1,0,0,0
NP_416964.1 sensory histidine kinase NarQ,1,1,1,1,1,0,1
NP_416965.1 multidrug efflux pump RND permease AcrD,1,1,1,1,1,1,1
NP_416966.1 putative reductase YffB,0,0,0,0,0,0,0
NP_416967.1 succinyl-diaminopimelate desuccinylase,0,0,0,0,0,0,0
NP_416968.2 esterase YpfH,1,0,0,0,0,0,0
NP_416969.1 tRNA(Met) cytidine acetyltransferase,0,0,0,1,0,0,0
NP_416970.1 uncharacterized protein YpfJ,1,1,1,0,1,0,0
NP_416971.1 phosphoribosylaminoimidazole-succinocarboxamide synthase,0,0,0,0,0,0,0
NP_416972.4 outer membrane protein assembly factor BamC,1,1,1,1,1,1,1
NP_416973.1 4-hydroxy-tetrahydrodipicolinate synthase,0,0,0,0,0,0,0
NP_416974.4 putative transcriptional regulator GcvR,0,0,0,0,0,0,0
NP_416975.1 thiol peroxidase,1,0,1,0,0,0,0
NP_416976.4 hydrogenase 4 component A,1,1,1,1,1,1,1
NP_416977.1 hydrogenase 4 component B,1,1,1,1,1,1,1
NP_416978.4 hydrogenase 4 component C,1,1,1,1,1,1,1
NP_416979.1 hydrogenase 4 component D,1,1,1,1,1,1,1
NP_416980.1 hydrogenase 4 component E,1,1,1,1,1,1,1
NP_416981.1 hydrogenase 4 component F,1,1,1,1,1,1,1
NP_416982.1 hydrogenase 4 catalytic subunit HyfG,1,1,1,1,1,1,1
NP_416983.1 hydrogenase 4 component H,1,1,1,0,1,1,1
NP_416984.1 hydrogenase 4 catalytic subunit HyfI,0,0,0,0,0,0,1
NP_416985.4 putative hydrogenase 4 assembly protein,0,0,0,0,0,0,0
NP_416986.4 DNA-binding transcriptional activator HyfR,0,0,0,1,0,0,0
NP_416987.1 putative formate transporter,1,1,1,1,1,1,1
NP_416988.1 putative transporter YfgO,1,1,1,1,1,1,1
NP_416989.1 beta-barrel assembly-enhancing protease,1,1,1,1,1,1,1
NP_416990.1 putative oxidoreductase YfgD,0,0,0,0,0,0,0
NP_416991.2 inibitor of reinitiation of DNA replication,1,0,1,0,0,1,0
NP_416992.1 hypothetical protein b2497,1,1,1,1,1,1,1
NP_416993.2 uracil phosphoribosyltransferase,1,0,1,0,0,1,0
NP_416994.1 phosphoribosylformylglycinamide cyclo-ligase,0,0,0,0,0,0,0
NP_416995.1 phosphoribosylglycinamide formyltransferase 1,0,0,0,0,0,0,0
NP_416996.1 polyphosphate kinase,1,0,1,1,1,1,1
NP_416997.1 exopolyphosphatase,0,0,0,0,0,0,0
NP_416998.1 cyclic di-GMP phosphodiesterase PdeF,1,1,1,1,1,1,1
NP_416999.1 protein YfgG,1,0,0,0,1,0,1
NP_417000.1 lipoprotein YfgH,1,1,1,1,1,1,1
NP_417001.1 nalidixic acid resistance protein YfgI,1,0,1,0,0,0,0
NP_417002.1 GMP synthetase,0,0,0,0,0,0,0
NP_417003.1 inosine 5'-monophosphate dehydrogenase,0,0,0,0,0,0,0
NP_417004.1 exodeoxyribonuclease VII subunit XseA,0,0,0,0,0,0,0
NP_417005.2 zinc ribbon domain-containing protein YfgJ,1,1,0,0,0,1,0
NP_417006.2 50S ribosomal subunit stability factor,1,0,1,0,0,0,0
NP_417007.1 outer membrane protein assembly factor BamB,1,1,1,1,1,1,1
NP_417008.1 ancillary SecYEG translocon subunit,1,1,1,0,1,1,1
NP_417009.1 histidine--tRNA ligase,0,0,1,0,0,0,0
NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),1,0,1,0,0,0,0
NP_417011.1 transmembrane component of cytoskeleton,1,0,1,0,0,0,0
NP_417012.1 23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,0,0,0,0,0,0,0
NP_417013.1 nucleoside diphosphate kinase,1,1,1,0,0,1,0
NP_417014.1 peptidoglycan glycosyltransferase PbpC,1,0,0,1,1,1,1
NP_417015.1 alpha2-macroglobulin,1,0,1,1,1,1,1
NP_417016.4 3-mercaptopyruvate sulfurtransferase,1,1,1,0,0,1,0
NP_417017.4 protein SseB,0,0,0,0,0,0,0
NP_417018.4 aminopeptidase B,0,0,1,1,0,0,0
NP_417019.1 accessory iron-sulfur cluster assembly protein IscX,1,1,1,0,0,1,0
NP_417020.1 reduced ferredoxin,0,0,0,0,0,0,0
NP_417021.1 iron-sulfur cluster biosynthesis chaperone HscA,1,0,1,1,0,0,0
NP_417022.1 co-chaperone for [Fe-S] cluster biosynthesis,1,0,1,0,0,1,0
NP_417023.1 iron-sulfur cluster insertion protein IscA,0,0,0,0,0,0,0
NP_417024.1 scaffold protein for iron-sulfur cluster assembly,0,0,0,0,0,0,0
NP_417026.1 DNA-binding transcriptional dual regulator IscR,0,0,0,0,0,0,0
NP_417027.1 tRNA Cm32/Um32 methyltransferase,0,0,0,0,0,0,0
NP_417028.1 inositol-phosphate phosphatase,1,1,1,0,1,1,1
NP_417029.4 putative peptidase,1,0,0,1,1,0,1
NP_417030.2 stationary phase inducible protein CsiE,0,0,0,1,0,0,0
NP_417031.1 putative 3-phenylpropionate transporter,1,1,1,1,1,1,1
NP_417032.1 DNA-binding transcriptional dual regulator HcaR,1,0,0,1,1,0,1
NP_417033.1 putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha,0,0,0,1,0,0,0
NP_417034.1 putative 3-phenylpropionate/cinnamate dioxygenase subunit beta,0,1,0,0,0,0,0
NP_417035.1 putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit,1,1,1,0,0,1,1
NP_417036.1 2-dihydroxy-2-dihydrophenylpropionate dehydrogenase,1,1,1,1,1,1,0
NP_417037.1 putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,0,0,0,0,0,0,0
NP_417038.4 putative inner membrane protein,1,1,1,1,1,1,1
NP_417039.1 putative aldose 1-epimerase YphB,0,0,0,1,0,0,0
NP_417040.2 putative zinc-binding dehydrogenase YphC,0,0,0,1,0,0,0
NP_417041.1 putative ABC transporter membrane subunit YphD,1,1,1,1,1,1,1
NP_417042.1 putative ABC transporter ATP-binding protein YphE,1,1,1,1,1,1,1
NP_417043.1 putative ABC transporter periplasmic binding protein YphF,1,1,1,1,1,1,1
NP_417044.4 DUF5107 domain-containing protein YphG,0,1,0,1,0,0,0
NP_417045.4 putative DNA-binding transcriptional regulator NAGC-like,0,0,0,1,0,0,0
NP_417046.1 serine hydroxymethyltransferase,0,0,0,0,0,0,0
NP_417047.1 nitric oxide dioxygenase,0,0,0,0,0,0,0
NP_417048.1 nitrogen regulatory protein PII-1,0,0,0,0,0,0,0
NP_417049.1 DNA-binding transcriptional activator GlrR,1,0,0,0,0,0,0
NP_417050.1 outer membrane lipoprotein QseG,1,1,1,0,0,0,0
NP_417051.2 sensory histidine kinase GlrK,1,0,1,1,1,0,1
NP_417053.2 membrane-bound lytic murein transglycosylase F,1,1,1,1,1,1,1
NP_417054.2 tRNA adenosine(34) deaminase,0,0,0,0,0,0,0
NP_417055.4 phosphatidylglycerophosphatase C,1,1,0,1,1,0,1
NP_417056.2 putative DNA-binding transcriptional regulator YfhH,0,0,0,1,0,0,0
NP_417057.1 putative 4Fe-4S cluster-containing protein YfhL,1,0,0,0,0,0,0
NP_417058.1 holo-[acyl-carrier-protein] synthase,0,0,0,0,0,0,0
NP_417059.1 pyridoxine 5'-phosphate synthase,0,0,0,0,0,0,0
NP_417060.1 DNA repair protein RecO,1,1,1,0,0,1,0
NP_417061.1 30S ribosomal subunit maturation GTPase Era,0,0,0,0,0,0,0
NP_417062.1 RNase III,0,0,0,0,0,0,0
NP_417063.1 signal peptidase I,1,0,0,1,1,0,0
NP_417064.1 elongation factor 4,1,0,1,1,0,0,0
NP_417065.1 protein RseC,1,1,1,1,1,1,1
NP_417066.1 anti-sigma factor stabilizing protein RseB,1,1,1,1,1,1,1
NP_417067.1 anti-sigma factor,0,0,0,0,0,0,0
NP_417068.1 RNA polymerase sigma E factor,0,0,0,0,0,0,0
NP_417069.1 L-aspartate oxidase,0,0,0,0,0,0,0
NP_417070.2 tRNA m(6)A37 methyltransferase,0,0,0,0,0,0,0
NP_417071.1 ATP-dependent RNA helicase SrmB,0,0,0,0,0,0,0
NP_417072.4 putative LysR-type DNA-binding transcriptional regulator YfiE,0,0,0,0,0,0,0
NP_417073.1 cysteine/O-acetylserine exporter EamB,1,1,1,1,1,1,1
NP_417074.1 stress-induced alternate pyruvate formate-lyase subunit,1,1,1,0,0,1,0
NP_417075.1 uracil-DNA glycosylase,0,0,0,0,0,0,0
NP_417076.1 putative methyltransferase,1,1,1,0,0,0,0
NP_417077.1 reduced thioredoxin 2,1,0,1,0,0,1,0
NP_417078.4 conserved protein YfiP,0,0,0,0,0,0,0
NP_417079.1 peptidyl-lysine acetyltransferase,0,0,0,1,1,0,0
NP_417080.4 phosphatidylserine synthase,0,0,0,0,0,0,0
NP_417081.2 protein YfiM,1,0,0,1,1,0,1
NP_417082.1 alpha-ketoglutarate:H(+) symporter,1,1,1,1,1,1,1
NP_417083.1 ClpB chaperone,1,0,1,1,0,0,0
NP_417084.1 polyphenol oxidase YfiH,1,0,0,0,0,0,0
NP_417085.1 23S rRNA pseudouridine(1911/1915/1917) synthase,0,0,0,0,0,0,0
NP_417086.1 outer membrane protein assembly factor BamD,1,1,1,1,1,1,1
NP_417088.1 stationary phase translation inhibitor and ribosome stability factor,0,0,0,0,0,0,0
NP_417089.1 phe operon leader peptide,0,0,0,1,0,0,0
NP_417090.1 fused chorismate mutase/prephenate dehydratase,0,0,0,0,0,0,0
NP_417091.1 fused chorismate mutase/prephenate dehydrogenase,0,1,0,0,0,0,0
NP_417092.1 3-deoxy-7-phosphoheptulonate synthase Tyr-sensitive,0,0,0,0,0,0,0
NP_417093.2 DUF2799 domain-containing lipoprotein YfiL,1,0,0,0,1,0,1
NP_417094.1 DUF4154 domain-containing protein YfiR,1,1,1,1,1,1,1
NP_417095.1 diguanylate cyclase DgcN,1,0,1,1,1,0,1
NP_417096.1 lipoprotein YfiB,1,1,1,1,1,0,1
NP_417097.1 50S ribosomal subunit protein L19,0,0,1,0,0,0,0
NP_417098.1 tRNA m(1)G37 methyltransferase,1,1,0,0,0,0,0
NP_417099.4 ribosome maturation factor RimM,0,0,0,0,0,0,0
NP_417100.1 30S ribosomal subunit protein S16,0,0,0,0,0,0,0
NP_417101.1 signal recognition particle protein component,1,0,1,0,1,0,1
NP_417102.4 cytochrome c assembly family protein,1,1,1,1,1,1,1
NP_417104.1 nucleotide exchange factor GrpE,0,0,0,0,0,0,0
NP_417105.1 NAD kinase,0,0,0,0,0,0,0
NP_417107.2 outer membrane protein assembly factor BamE,1,1,1,1,1,1,1
NP_417108.4 putative component of the Rsx system,0,0,0,0,0,0,0
NP_417109.1 ribosome association toxin RatA,1,0,0,1,1,0,1
NP_417110.1 SsrA-binding protein,1,0,1,0,0,0,0
NP_417111.1 CP4-57 prophage; integrase,0,0,0,0,0,0,0
NP_417112.1 CP4-57 prophage; protein YfjH,0,0,0,0,0,0,0
NP_417113.1 CP4-57 prophage; DNA-binding transcriptional activator AlpA,0,0,0,0,0,0,0
NP_417114.1 CP4-57 prophage; protein YfjI,0,0,0,0,0,0,0
NP_417115.1 CP4-57 prophage; protein YfjJ,0,0,0,0,0,0,0
NP_417116.1 CP4-57 prophage; putative helicase YfjK,0,1,0,1,1,0,0
NP_417117.1 CP4-57 prophage; anti-bacteriophage protein,0,0,0,0,0,0,0
NP_417118.1 CP4-57 prophage; protein YfjM,0,0,0,0,0,0,0
NP_417119.1 CP4-57 prophage; RNase LS toxin of the RnlAB toxin-antitoxin system,0,0,0,1,0,0,0
NP_417120.2 CP4-57 prophage; antitoxin RnlB,0,0,0,0,0,0,0
NP_417122.1 CP4-57 prophage; protein YfjQ,0,0,0,0,0,0,0
NP_417123.1 CP4-57 prophage; putative DNA-binding transcriptional regulator,0,0,0,0,0,0,0
NP_417124.4 CP4-57 prophage; inner membrane lipoprotein YfjS,1,0,0,0,0,0,0
NP_417125.1 CP4-57 prophage; uncharacterized protein YfjT,1,1,0,1,1,0,1
NP_417129.1 CP4-57 prophage; uncharacterized protein YfjW,1,1,1,1,1,1,1
NP_417130.1 CP4-57 prophage; putative antirestriction protein,0,0,0,0,0,0,0
NP_417131.1 CP4-57 prophage; RadC-like JAB domain-containing protein YfjY,0,0,0,0,0,0,0
NP_417132.1 CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system,0,1,0,0,0,0,0
NP_417133.1 CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,0,0,0,0,0,0,0
NP_417134.2 adhesin-like autotransporter YpjA,1,1,1,1,1,1,1
NP_417145.4 PF08943 family protein CsiD,0,0,0,0,0,0,0
NP_417146.2 L-2-hydroxyglutarate oxidase,0,0,0,1,0,0,0
NP_417147.1 NADP(+)-dependent succinate-semialdehyde dehydrogenase,1,0,1,1,1,1,0
NP_417148.1 4-aminobutyrate aminotransferase GabT,0,0,0,0,0,0,0
NP_417149.1 4-aminobutyrate:H(+) symporter,1,1,1,1,1,1,1
NP_417150.4 DNA-binding transcriptional repressor CsiR,0,0,0,0,0,0,0
NP_417151.1 K(+) binding protein,1,1,0,0,0,0,0
NP_417152.1 Pmp3 family protein,1,1,0,1,1,1,1
NP_417153.1 putative DNA-binding transcriptional regulator YgaV,0,1,0,0,0,0,0
NP_417154.1 thiosulfate sulfurtransferase YgaP,1,0,1,1,1,0,1
NP_417155.1 DNA-binding transcriptional repressor StpA with RNA chaperone activity,0,0,0,0,0,0,0
NP_417156.1 L-alanine exporter,1,1,1,1,1,1,1
NP_417157.1 protein YgaC,0,0,0,0,0,0,0
NP_417158.4 DUF883 domain-containing protein YgaM,1,0,0,0,1,0,0
NP_417159.1 glutaredoxin-like protein,1,1,0,0,0,1,0
NP_417160.1 dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,1,1,1,0,0,1,0
NP_417161.1 ribonucleoside-diphosphate reductase 2 subunit alpha,1,0,1,1,1,1,0
NP_417162.1 ribonucleoside-diphosphate reductase 2 subunit beta,1,0,1,1,1,0,0
NP_417163.1 glycine betaine ABC transporter ATP binding subunit ProV,1,1,0,0,1,0,1
NP_417164.1 glycine betaine ABC transporter membrane subunit ProW,1,1,1,1,1,1,1
NP_417165.1 glycine betaine ABC transporter periplasmic binding protein ProX,1,1,1,1,1,1,1
NP_417167.1 L-valine exporter subunit YgaZ,1,1,1,1,1,1,1
NP_417168.1 L-valine exporter subunit YgaH,1,1,1,1,1,1,1
NP_417169.1 DNA-binding transcriptional repressor MprA,0,0,0,0,0,0,0
NP_417170.1 multidrug efflux pump membrane fusion protein EmrA,1,1,1,0,1,0,1
NP_417171.1 multidrug efflux pump membrane subunit EmrB,1,1,1,1,1,1,1
NP_417172.1 S-ribosylhomocysteine lyase,0,0,0,0,0,0,0
NP_417173.1 glutamate--cysteine ligase,0,0,0,1,0,0,0
NP_417174.1 DedA family protein YqaA,1,1,1,1,1,1,1
NP_417175.1 fructose-1-phosphatase,0,0,0,0,0,0,0
NP_417176.1 carbon storage regulator,0,0,0,0,0,0,0
NP_417177.1 alanine--tRNA ligase/DNA-binding transcriptional repressor,1,0,1,1,0,0,0
NP_417178.1 RecA inhibitor RecX,0,0,0,0,0,0,0
NP_417179.1 DNA recombination/repair protein RecA,0,0,0,0,0,0,0
NP_417180.1 NMN aminohydrolase,1,0,0,0,0,0,0
NP_417181.1 membrane-bound lytic murein transglycosylase B,1,0,1,1,1,1,1
NP_417184.1 sorbitol-specific PTS enzyme IIA component,0,0,0,0,1,0,1
NP_417185.1 sorbitol-6-phosphate 2-dehydrogenase,0,0,1,1,1,1,0
NP_417186.1 DNA-binding transcriptional activator GutM,1,1,0,1,1,0,1
NP_417187.1 DNA-binding transcriptional repressor SrlR,0,0,0,0,0,0,0
NP_417188.4 D-arabinose 5-phosphate isomerase GutQ,1,0,1,1,0,1,0
NP_417189.2 DNA-binding transcriptional dual regulator NorR,0,0,0,0,0,0,0
