Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_012318.1 Ree1p,0,0,0,0,0,0,0
NP_012319.1 oligo-1-glucosidase IMA5,0,0,0,1,0,0,0
NP_012321.1 hexose transporter HXT8,1,1,1,1,1,1,1
NP_012322.1 uncharacterized protein YJL213W,0,0,0,0,0,0,0
NP_012323.1 oligopeptide transporter OPT1,1,1,1,1,1,1,1
NP_012325.1 ubiquitin-protein ligase peroxin 2,1,1,0,1,1,1,1
NP_012326.1 Cbp1p,0,0,0,1,1,0,0
NP_012327.1 ribonuclease,1,0,0,0,1,0,0
NP_012328.1 Laa1p,1,1,1,1,1,1,1
NP_012329.1 uncharacterized protein YJL206C,1,0,1,1,1,1,1
NP_012330.1 Nce101p,1,1,1,0,1,0,1
NP_012331.1 Rcy1p,1,1,1,1,1,1,1
NP_012332.1 Prp21p,0,0,0,0,0,0,0
NP_012334.1 Ecm25p,0,0,0,1,1,1,0
NP_012335.1 aconitate hydratase ACO2,1,1,1,1,1,0,1
NP_012337.1 SPX domain-containing inorganic phosphate transporter,1,1,1,1,1,1,1
NP_012338.1 putative ubiquitin-specific protease UBP12,1,0,1,1,1,0,1
NP_012339.1 fatty acid elongase ELO1,1,1,1,1,1,1,1
NP_012341.1 AAA family ATPase CDC6,1,0,1,1,1,1,1
NP_012342.1 uncharacterized protein YJL193W,1,1,1,1,1,1,1
NP_012343.1 Sop4p,1,1,1,1,1,1,1
NP_012344.1 ribosomal 40S subunit protein S14B,0,0,0,0,0,0,0
NP_012345.1 ribosomal 40S subunit protein S22A,1,0,1,0,0,1,0
NP_012346.1 ribosomal 60S subunit protein L39,0,0,1,0,0,0,0
NP_012348.1 tyrosine protein kinase SWE1,1,0,0,1,1,0,0
NP_012349.2 alpha-1-mannosyltransferase MNN5,1,1,1,1,1,1,1
NP_012350.1 Atg36p,0,0,0,0,0,0,0
NP_012351.1 chromatin DNA-binding EKC/KEOPS complex subunit GON7,0,0,1,0,0,0,0
NP_012352.2 alpha-1-mannosyltransferase,1,0,1,1,1,0,0
NP_012354.1 Rbh1p,0,1,0,1,1,0,1
NP_012355.1 ATP synthase complex assembly protein ATP12,1,1,0,0,1,0,0
NP_012356.2 prefolding complex chaperone subunit,0,0,0,0,0,0,0
NP_012357.2 Atg27p,1,0,1,0,1,0,1
NP_012358.1 ribosomal 60S subunit protein L17B,0,0,0,0,0,0,0
NP_012359.1 Swi3p,1,0,1,1,0,0,0
NP_012361.1 Kre9p,1,0,1,1,1,1,1
NP_012362.1 Rfa3p,0,1,0,0,0,0,0
NP_012363.1 Gly-Xaa carboxypeptidase,1,0,0,1,1,0,0
NP_012364.2 Toh1p,1,0,1,1,1,1,1
NP_012365.2 Asg7p,1,1,1,0,1,1,1
NP_012367.2 histone methyltransferase SET2,0,1,0,0,0,0,0
NP_012368.1 bifunctional (2EE)-farnesyl diphosphate synthase/dimethylallyltranstransferase,0,0,0,0,0,0,0
NP_012369.1 ubiquinol--cytochrome-c reductase subunit 8,1,1,1,1,1,1,1
NP_012370.1 protein kinase HAL5,0,0,0,1,0,0,0
NP_012371.2 cAMP-dependent protein kinase catalytic subunit TPK1,1,1,1,0,1,1,0
NP_012372.1 uncharacterized protein YJL163C,1,1,1,1,1,1,1
NP_012373.2 Jjj2p,0,0,0,0,0,0,0
NP_012374.1 Fmp33p,1,1,1,1,1,1,1
NP_012375.2 beta-1-glucan linked protein,1,1,1,1,1,1,1
NP_012376.3 heat shock protein HSP150,1,1,1,1,1,1,1
NP_012377.1 Cis3p,1,1,1,1,1,1,1
NP_012378.1 cyclin-dependent protein serine/threonine kinase inhibiting protein FAR1,0,0,0,1,0,0,0
NP_012379.2 Ssy5p,1,0,0,1,1,1,1
NP_012380.1 fructose-2-bisphosphatase,0,0,0,0,0,0,0
NP_012381.1 retromer subunit VPS35,1,1,1,1,1,1,1
NP_012382.2 inositol-3-phosphate synthase INO1,1,0,1,1,0,0,0
NP_012384.1 Sna3p,1,0,1,0,1,0,1
NP_012386.1 SCF ubiquitin ligase complex subunit DAS1,0,0,0,1,1,0,0
NP_012387.1 DNA-directed RNA polymerase I subunit RPA34,0,0,0,0,0,0,0
NP_012388.1 Smt1p,0,0,0,0,0,0,0
NP_012389.1 Ids2p,1,0,1,1,1,1,1
NP_012390.1 Sfh5p,1,0,1,0,1,0,0
NP_012391.1 Roq1p,0,1,0,0,0,0,0
NP_012392.1 protein transporter TIM17,1,1,1,1,1,1,1
NP_012394.1 serine/threonine protein kinase YAK1,0,0,1,1,1,0,0
NP_012395.1 DNA-directed RNA polymerase II subunit RPB4,0,1,0,0,0,0,0
NP_012396.1 mannosyltransferase YUR1,1,0,1,1,1,1,1
NP_012397.1 translation initiation factor eIF4A,0,0,1,0,0,0,0
NP_012398.1 glycogenin glucosyltransferase GLG2,0,0,0,0,0,0,0
NP_012399.1 ribosomal 40S subunit protein S21B,0,0,0,0,0,0,0
NP_012401.1 sphinganine kinase LCB3,1,0,1,1,1,1,1
NP_012402.1 Fe(2+) transporter,1,1,0,1,1,1,1
NP_012403.1 uncharacterized protein YJL132W,1,1,0,1,1,1,1
NP_012404.1 Aim23p,0,0,0,0,0,0,0
NP_012405.2 bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase,1,1,1,1,1,1,1
NP_012406.1 Trk1p,1,1,1,1,1,1,1
NP_012407.2 mitogen-activated protein kinase kinase PBS2,1,0,0,1,0,0,0
NP_012408.1 Spt10p,0,0,0,0,0,0,0
NP_012409.1 putative hydrolase,0,0,0,0,0,0,0
NP_012410.1 tRNA 1-methyladenosine methyltransferase subunit GCD14,0,0,0,0,0,0,0
NP_012411.1 Lsm1p,1,0,1,1,0,0,0
NP_012412.1 Mtc1p,1,0,0,0,0,0,0
NP_012413.1 Alb1p,0,0,0,0,0,0,0
NP_012414.1 ribulose-phosphate 3-epimerase RPE1,0,0,0,0,0,0,0
NP_012417.1 uncharacterized protein YJL118W,0,0,0,0,0,0,0
NP_012418.1 Pho86p,1,1,1,1,1,1,1
NP_012419.1 SUN family protein NCA3,1,1,1,1,1,1,1
NP_012420.1 nucleosome assembly factor ASF1,0,0,1,0,0,0,0
NP_012421.2 gag-pol fusion protein,0,1,0,1,0,0,0
NP_012422.2 gag protein,0,0,1,0,0,0,0
NP_012423.1 Mdv1p,1,0,1,1,1,1,1
NP_012424.1 chaperonin-containing T-complex subunit CCT7,1,0,0,0,0,0,0
NP_012425.1 Gzf3p,1,0,0,0,0,0,0
NP_012426.1 snoRNA-binding rRNA-processing protein UTP10,1,1,1,1,1,1,1
NP_012427.1 pheromone-regulated protein PRM10,1,1,1,1,1,1,1
NP_012428.1 uncharacterized protein YJL107C,1,0,1,0,0,0,0
NP_012429.1 protein kinase IME2,0,0,0,1,0,0,0
NP_012430.1 Set4p,0,0,0,0,0,0,0
NP_012431.1 import motor complex subunit PAM16,1,1,1,0,1,0,1
NP_012432.1 Gsm1p,0,0,0,1,0,0,0
NP_012433.1 Mef2p,1,0,1,1,1,1,1
NP_012434.1 glutamate--cysteine ligase,0,0,0,1,0,0,0
NP_012435.1 1-phosphatidylinositol 4-kinase LSB6,1,1,0,1,1,1,1
NP_012436.1 Chs6p,1,1,0,1,1,0,1
NP_012437.1 Sap185p,1,0,1,1,1,0,0
NP_012438.1 enoyl-CoA hydratase PHS1,1,1,1,1,1,1,1
NP_012439.2 mitochondrial 54S ribosomal protein YmL49,0,0,0,0,0,0,0
NP_012440.1 mitogen-activated protein kinase kinase kinase BCK1,0,1,0,1,0,0,0
NP_012441.1 Kha1p,1,1,1,1,1,1,1
NP_012442.1 Tok1p,1,1,1,1,1,1,1
NP_012443.1 DNA helicase SRS2,0,0,0,1,0,0,0
NP_012444.2 glucosaminyl-phosphotidylinositol O-acyltransferase,1,1,1,1,1,1,1
NP_012445.1 protein kinase activating protein DPB11,0,0,0,1,1,1,1
NP_012446.1 Sip4p,0,0,1,1,1,1,1
NP_012447.1 ornithine carbamoyltransferase,0,0,0,0,0,0,0
NP_012448.1 tRNA ligase,0,1,0,1,0,0,0
NP_012450.1 GTP-Rho binding exocyst subunit EXO70,1,1,1,1,1,1,1
NP_012451.1 Aly2p,0,0,0,1,0,0,0
NP_012452.1 Tax4p,0,0,0,0,0,0,0
NP_012453.1 Iml2p,1,0,1,1,1,0,0
NP_012454.1 Arp4p,1,0,1,0,1,0,0
NP_012455.1 Scp160p,1,0,0,1,0,0,0
NP_012456.1 sterol-binding protein,1,0,1,1,1,1,1
NP_012457.1 Pry3p,1,1,1,1,1,1,1
NP_012458.1 Ics3p,1,1,1,1,1,1,1
NP_012459.1 Net1p,0,0,1,1,0,0,0
NP_012461.1 cohesin subunit SMC3,1,0,1,1,0,0,0
NP_012462.3 Jem1p,1,1,0,1,1,0,1
NP_012463.1 DNA replication protein PSF2,0,0,0,0,0,0,0
NP_012464.1 acetyl-CoA:L-glutamate N-acetyltransferase,1,0,0,1,0,0,0
NP_012465.3 metallo-dependent hydrolase superfamily protein,1,0,1,1,1,1,1
NP_012466.1 Utp18p,1,0,1,1,1,0,0
NP_012467.1 S-formylglutathione hydrolase,0,0,0,0,0,0,0
NP_012469.3 Mpm1p,0,1,0,0,0,0,0
NP_012470.1 Dls1p,0,0,1,0,0,0,0
NP_012472.1 mitochondrial 54S ribosomal protein YmL8,0,0,0,0,0,0,0
NP_012473.1 mannose-ethanolamine phosphotransferase LAS21,1,1,1,1,1,1,1
NP_012474.1 linker nucleoporin NUP82,1,1,1,1,1,1,1
NP_012475.3 kynurenine--oxoglutarate transaminase,0,0,0,1,1,0,0
NP_012476.1 amino acid transporter YHC3,1,1,1,1,1,1,1
NP_012477.1 Bit61p,0,0,0,1,1,1,0
NP_012478.3 protein kinase IKS1,1,1,1,1,1,1,1
NP_012479.1 Zap1p,0,0,0,1,0,0,0
NP_012480.1 Log1p,1,0,1,0,0,0,0
NP_012481.3 Tim54p,1,0,1,0,1,0,1
NP_012482.1 retromer subunit PEP8,1,0,1,0,1,1,1
NP_012483.3 glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH1,1,0,1,0,1,1,0
NP_012484.1 Irc8p,1,0,1,1,1,1,1
NP_012485.1 ATP-dependent RNA helicase MTR4,1,0,1,1,0,0,0
NP_012486.3 Chm7p,1,0,1,0,0,1,0
NP_012487.1 Ubx6p,1,1,1,1,1,1,1
NP_012488.3 cullin RTT101,1,0,1,1,1,1,1
NP_012489.2 putative lipoate--protein ligase,1,1,1,0,1,1,1
NP_012490.1 succinate dehydrogenase SDH1b,1,0,1,1,1,0,0
NP_012491.3 GTPase-activating protein GYP6,1,0,1,1,0,0,0
NP_012492.1 uncharacterized protein YJL043W,0,1,0,0,0,0,0
NP_012493.1 Mhp1p,0,0,0,1,0,0,0
NP_012494.3 FG-nucleoporin NSP1,1,0,1,1,1,1,1
NP_012495.1 Nup192p,1,1,1,1,1,1,1
NP_012496.1 Loh1p,1,0,1,0,1,1,1
NP_012497.3 Irc18p,1,0,1,1,1,1,1
NP_012498.1 Snx4p,0,0,0,0,0,0,0
NP_012499.1 tRNA(adenine34) deaminase,1,1,1,0,0,0,0
NP_012500.3 Hsp70 family ATPase KAR2,1,0,1,1,1,0,1
NP_012501.1 RNA-dependent ATPase HCA4,0,0,1,0,0,0,0
NP_012503.2 Rab geranylgeranyltransferase BET4,0,0,0,0,0,0,0
NP_012504.3 spindle checkpoint protein MAD2,0,0,1,0,1,0,0
NP_012505.1 Vps53p,1,0,1,1,1,1,1
NP_012506.1 uncharacterized protein YJL028W,1,1,1,1,1,1,1
NP_012507.3 uncharacterized protein YJL027C,0,0,0,0,1,0,1
NP_012508.1 ribonucleotide-diphosphate reductase subunit RNR2,1,0,0,0,1,0,0
NP_012509.1 Rrn7p,0,0,0,1,0,0,0
NP_012510.3 Aps3p,1,0,1,0,1,1,1
NP_012511.1 Pet130p,1,0,1,0,1,0,0
NP_012514.2 Bbc1p,0,0,0,1,0,0,0
NP_012515.4 Mps3p,1,1,1,1,1,1,0
NP_012518.2 Tph3p,0,1,0,1,0,0,0
NP_012520.1 chaperonin-containing T-complex subunit CCT3,1,0,0,0,0,0,0
NP_012521.3 Mad3p,1,0,0,0,0,0,0
NP_012522.2 Vtc4p,1,0,1,1,1,0,1
NP_012523.2 DNA-directed RNA polymerase III subunit RPC17,0,0,0,0,0,0,0
NP_012524.3 RNA-binding RNA processing protein NOP9,0,0,0,0,0,0,0
NP_012526.1 chaperonin-containing T-complex subunit CCT8,1,0,0,0,0,0,0
NP_012528.1 Ctk2p,0,0,1,0,0,0,0
NP_012529.3 adenylate cyclase,1,1,0,1,0,0,0
NP_012530.1 Sys1p,1,1,1,1,1,1,1
NP_012531.1 Cox16p,1,0,1,0,1,0,0
NP_012532.3 dolichyl-diphosphooligosaccharide--protein glycotransferase subunit OST1,1,0,1,1,1,1,1
NP_012533.1 proteasome core particle subunit beta 1,0,0,0,0,0,0,0
NP_012534.1 Avt1p,1,1,1,1,1,1,1
NP_012535.3 rRNA-processing protein MPP10,1,0,1,0,0,0,0
NP_012536.2 Mrx12p,0,0,0,0,0,0,0
NP_012537.1 Sag1p,1,0,1,1,1,1,1
NP_012538.3 Apl1p,1,1,0,1,1,1,1
NP_012539.1 DNA-directed DNA polymerase delta subunit POL31,1,0,1,0,1,0,0
NP_012540.3 translation initiation factor eIF2 subunit alpha,0,0,0,0,0,0,0
NP_012541.1 Mho1p,0,0,0,0,0,0,0
NP_012542.1 glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2,0,0,0,0,0,0,0
NP_012543.3 sulfate adenylyltransferase,1,0,0,1,0,0,0
NP_012544.1 signal peptidase complex subunit SPC1,1,1,1,1,1,1,1
NP_012545.1 uncharacterized protein YJR011C,0,0,0,0,1,1,0
NP_012546.3 uncharacterized protein YJR012C,1,0,1,0,1,0,0
NP_012547.2 glycosylphosphatidylinositol-alpha 1 mannosyltransferase I,1,1,1,1,1,1,1
NP_012548.1 Tma22p,0,1,0,0,0,0,0
NP_012549.3 uncharacterized protein YJR015W,1,1,1,1,1,1,1
NP_012550.1 dihydroxy-acid dehydratase ILV3,1,0,1,1,1,0,0
NP_012551.2 peptidylprolyl isomerase ESS1,0,0,0,0,0,0,0
NP_012553.3 palmitoyl-CoA hydrolase,0,0,0,1,1,0,0
NP_012555.1 Rec107p,0,0,0,0,0,0,0
NP_012556.2 U4/U6-U5 snRNP complex subunit LSM8,0,1,0,0,0,0,0
NP_012558.3 methylthioribulose 1-phosphate dehydratase MDE1,0,0,0,0,0,0,0
NP_012559.1 3-hydroxyanthranilate 3-dioxygenase,0,0,0,0,0,0,0
NP_012560.1 gag-pol fusion protein,0,0,0,1,0,0,0
NP_012561.3 gag protein,0,0,0,0,0,0,0
NP_012562.1 gag-pol fusion protein,0,0,0,1,0,0,0
NP_012563.1 gag protein,0,0,0,0,0,0,0
NP_012564.3 Rbh2p,0,0,0,1,1,1,0
NP_012565.1 Arf family guanine nucleotide exchange factor GEA1,1,0,1,1,1,0,1
NP_012566.1 peptidylprolyl isomerase CPR7,0,0,1,0,0,0,0
NP_012567.3 Rav1p,1,0,0,1,1,0,1
NP_012568.1 Pet191p,0,0,0,0,0,0,0
NP_012569.1 DNA-dependent ATPase RAD26,1,0,1,1,0,0,0
NP_012570.3 putative E3 ubiquitin-protein ligase HUL4,1,0,0,1,1,1,1
NP_012573.1 Mlo127p,1,1,1,1,1,1,1
NP_012574.1 Gef1p,1,1,1,1,1,1,1
NP_012575.3 Urb2p,0,1,0,1,0,1,0
NP_012576.1 Nup85p,1,0,1,1,1,1,1
NP_012577.1 DNA polymerase delta subunit POL32,0,0,0,0,0,0,0
NP_012578.3 Vps55p,1,1,1,1,1,1,1
NP_012579.1 Hsp70 family ATPase SSC1,1,0,1,1,1,1,0
NP_012580.1 Tah11p,1,0,1,1,1,1,1
NP_012581.3 translation elongation factor eIF-5A,0,1,0,0,0,0,0
NP_012582.1 cytochrome c isoform 1,0,1,0,0,0,0,0
NP_012583.1 NADH/NAD(+) kinase,1,0,1,0,0,0,0
NP_012584.3 Isy1p,0,0,0,0,0,0,0
NP_012585.1 fumarate reductase,1,1,1,1,1,1,1
NP_012586.1 UV-damaged DNA-binding protein RAD7,1,1,1,0,1,0,0
NP_012587.3 Bfa1p,0,0,0,0,0,0,0
NP_012588.1 Kch1p,1,1,1,1,1,1,1
NP_012589.1 Hit1p,0,0,0,0,0,0,0
NP_012590.3 uncharacterized protein YJR056C,0,0,0,0,0,0,0
NP_012591.1 bifunctional thymidylate/uridylate kinase,0,0,0,0,0,0,0
NP_012592.1 Aps2p,0,1,0,0,0,0,0
NP_012593.3 protein kinase PTK2,0,0,0,1,0,0,0
NP_012594.1 Cbf1p,0,0,0,0,0,0,0
NP_012595.1 Mnn14p,1,0,1,1,1,0,1
NP_012596.3 amidase,0,0,0,1,1,0,0
NP_012597.1 DNA-directed RNA polymerase I core subunit RPA12,1,0,1,0,0,0,0
NP_012598.1 chaperonin-containing T-complex subunit CCT5,1,0,0,0,0,0,0
NP_012599.3 actin-related protein 3,1,1,1,1,1,0,0
NP_012600.1 phosphatidylinositol kinase-related protein kinase TOR1,1,1,0,1,1,0,1
NP_012601.1 Yae1p,0,0,0,0,0,0,0
NP_012602.3 replication factor C subunit 2,1,0,1,0,0,0,0
NP_012603.1 nucleoside triphosphate pyrophosphohydrolase HAM1,0,0,0,0,0,0,0
NP_012604.1 deoxyhypusine monooxygenase,0,0,0,0,0,0,0
NP_012606.3 GTPase NPA3,1,0,1,0,0,0,0
NP_012607.1 bifunctional phosphatidyl-N-methylethanolamine N-methyltransferase/phosphatidyl-N-dimethylethanolamine N-methyltransferase,1,1,1,1,1,1,1
NP_012608.1 Ran GTPase-binding protein MOG1,1,0,1,0,0,0,0
NP_012609.3 alpha-1-mannosyltransferase,1,0,0,1,1,0,1
NP_012610.1 septin CDC11,0,0,0,0,0,0,0
NP_012611.1 Mir1p,1,1,1,1,1,1,1
NP_012612.3 dioxygenase BNA2,1,0,0,0,0,0,0
NP_012613.1 uncharacterized protein YJR079W,0,0,0,1,0,0,0
NP_012614.1 Aim24p,1,0,0,1,1,1,0
NP_012615.3 Eaf6p,0,0,0,0,0,0,0
NP_012616.1 Acf4p,0,1,0,0,0,0,0
NP_012617.1 uncharacterized protein YJR084W,0,0,0,0,0,0,0
NP_012618.3 Tmh11p,1,1,1,1,1,1,1
NP_012619.1 Ste18p,0,0,0,0,1,0,1
NP_012621.1 Emc2p,1,1,1,0,1,1,1
NP_012622.3 Bir1p,0,0,1,1,0,0,0
NP_012623.1 SCF ubiquitin ligase complex subunit GRR1,0,1,1,1,1,0,1
NP_012624.1 Jsn1p,0,0,0,1,1,0,1
NP_012625.5 Bud4p,0,0,0,1,0,0,0
NP_012626.1 cleavage polyadenylation factor subunit FIP1,0,0,1,0,1,0,0
NP_012627.1 transcription factor IME1,0,1,1,1,1,0,1
NP_012628.3 ribosomal 60S subunit protein L43B,0,0,0,0,0,0,0
NP_012629.1 Sfc1p,1,1,0,1,1,0,1
NP_012630.1 aldo-keto reductase superfamily protein,0,0,0,0,0,0,0
NP_012631.3 Jjj3p,0,0,0,0,0,0,0
NP_012632.2 uncharacterized protein YJR098C,1,0,1,0,0,0,0
NP_012633.1 ubiquitin-specific protease YUH1,0,0,0,0,1,0,0
NP_012634.3 Aim25p,1,0,0,1,1,1,1
NP_012635.1 mitochondrial 37S ribosomal protein RSM26,1,1,0,1,1,1,1
NP_012636.1 ESCRT-II subunit protein VPS25,0,0,0,0,1,0,0
NP_012637.4 CTP synthase URA8,1,1,0,1,0,0,0
NP_012638.1 superoxide dismutase SOD1,0,0,0,0,0,0,0
NP_012639.1 adenosine kinase,0,0,0,0,0,0,0
NP_012640.4 Ecm27p,1,1,1,1,1,1,1
NP_012641.2 putative lipase,1,0,0,0,0,0,0
NP_012642.1 Abm1p,0,1,0,1,1,0,1
NP_012643.3 carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA2,1,0,1,1,1,1,0
NP_012644.1 phosphatidylinositol-3-phosphatase YMR1,0,0,0,1,0,0,0
NP_012645.1 Pxp2p,1,0,0,1,1,1,1
NP_012646.3 MIND complex subunit NNF1,0,0,0,0,0,0,0
NP_012647.1 mitochondrial 37S ribosomal protein RSM7,1,0,0,0,0,0,0
NP_012649.3 uncharacterized protein YJR115W,0,0,0,0,0,0,0
NP_012650.1 Tda4p,1,0,1,1,1,1,1
NP_012651.1 zinc metalloprotease,1,1,1,1,1,1,1
NP_012652.3 Ilm1p,1,0,1,1,1,1,1
NP_012653.1 histone demethylase,0,0,1,1,1,0,0
NP_012654.1 uncharacterized protein YJR120W,1,1,1,0,1,1,1
NP_012655.3 F1F0 ATP synthase subunit beta,1,1,1,1,1,0,1
NP_012656.1 Iba57p,1,1,1,1,1,1,0
NP_012657.1 ribosomal 40S subunit protein S5,1,0,1,0,0,0,0
NP_012658.3 uncharacterized protein YJR124C,1,1,1,1,1,1,1
NP_012659.1 Ent3p,0,0,0,0,1,0,0
NP_012660.1 putative zinc metalloprotease,1,1,1,1,1,0,1
NP_012661.3 Rsf2p,1,1,0,1,1,1,1
NP_012663.2 protein-lysine N-methyltransferase,0,0,0,0,0,0,0
NP_012664.1 cystathionine gamma-synthase,1,0,1,1,1,1,1
NP_012665.3 mannosyl-oligosaccharide 1-alpha-mannosidase,1,0,1,1,1,1,1
NP_012666.2 Nmd5p,1,1,1,1,1,1,1
NP_012667.1 xanthine phosphoribosyltransferase,0,0,0,0,0,0,0
NP_012668.3 Sgm1p,1,1,1,0,0,0,0
NP_012669.1 Mcm22p,1,1,0,0,0,0,0
NP_012670.3 Tti2p,0,1,0,1,1,1,1
NP_012672.1 GTPase-activating protein IML1,1,1,0,1,1,0,1
NP_012673.3 homoserine dehydrogenase,1,0,1,1,1,1,1
NP_012674.1 Hir3p,1,1,1,1,1,0,1
NP_012675.1 putative polyadenylation protein,0,1,0,0,0,1,0
NP_012676.3 uncharacterized protein YJR142W,0,0,0,0,0,0,0
NP_012677.1 dolichyl-phosphate-mannose-protein mannosyltransferase,1,1,1,1,1,1,1
NP_012678.1 Mgm101p,1,1,1,0,0,0,0
NP_012679.3 ribosomal 40S subunit protein S4A,1,0,1,0,0,0,0
NP_012681.1 Hms2p,0,0,0,1,1,0,0
NP_012682.1 branched-chain-amino-acid transaminase BAT2,1,0,0,0,0,0,0
NP_012683.4 putative nitronate monooxygenase,1,0,0,1,0,0,0
NP_012684.4 Dan1p,1,0,0,1,1,1,1
NP_012685.1 Dan4p,0,0,1,1,1,1,0
NP_012686.3 allantoate permease,1,1,1,1,1,1,1
NP_012687.3 endo-polygalacturonase,1,0,1,1,1,1,0
NP_012688.1 uncharacterized protein YJR154W,0,0,0,0,0,0,0
NP_012689.1 putative aryl-alcohol dehydrogenase,0,0,0,0,0,0,0
NP_012690.3 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase,0,0,0,0,0,0,0
NP_012692.3 hexose transporter HXT16,1,1,1,1,1,1,1
NP_012693.1 L-iditol 2-dehydrogenase SOR1,0,0,1,0,0,0,0
NP_012694.1 alpha-glucoside permease,1,1,1,1,1,1,1
NP_012695.3 Cos5p,1,1,1,1,0,1,0
NP_012698.1 seripauperin PAU16,1,0,0,1,1,1,0
NP_012700.1 uncharacterized protein YKL222C,1,0,0,1,1,0,0
NP_012701.2 Mch2p,1,1,1,1,1,1,1
NP_012702.1 ferric/cupric-chelate reductase,1,1,1,1,1,1,1
NP_012703.1 Cos9p,1,1,1,1,1,1,1
NP_012704.1 threo-3-hydroxy-L-aspartate ammonia-lyase SRY1,1,0,1,1,1,0,0
NP_012705.1 Jen1p,1,1,1,1,1,1,1
NP_012706.1 dihydroorotate dehydrogenase,0,0,0,0,0,0,0
NP_012707.1 5-oxoprolinase,1,1,1,1,1,1,1
NP_012708.1 Yra2p,0,0,0,0,0,0,1
NP_012709.1 Doa1p,1,0,1,1,1,1,1
NP_012710.1 phosphatidylinositol-3-phosphatase SAC1,1,1,1,1,1,1,1
NP_012711.1 bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase,1,0,0,1,0,0,0
NP_012712.1 E1 ubiquitin-activating protein UBA1,1,0,1,1,1,1,1
NP_012713.1 ATP-binding cassette a-factor transporter STE6,1,1,1,1,1,1,1
NP_012714.1 Cbt1p,1,0,0,0,0,1,0
NP_012715.3 Emc3p,1,1,1,1,1,1,1
NP_012716.1 Add66p,0,1,0,1,1,0,0
NP_012717.1 Ran GTPase-binding protein LOS1,1,1,1,1,1,1,1
NP_012718.1 Eap1p,1,0,0,0,0,0,0
NP_012719.2 phosphatidylinositol kinase-related protein kinase TOR2,1,0,0,1,1,0,1
NP_012721.1 Mnn4p,1,0,1,1,1,0,1
NP_012723.3 putative serine/threonine protein kinase PTK1,0,0,0,1,1,0,0
NP_012724.1 AAA family ATPase peroxin 1,1,0,1,1,1,1,1
NP_012725.1 palmitoyltransferase YKT6,1,0,0,0,0,0,0
NP_012726.2 Mia40p,1,1,1,0,1,0,1
NP_012727.1 threonine--tRNA ligase MST1,1,0,0,0,0,0,0
NP_012728.1 type 1 protein phosphatase-activating protein SDS22,0,0,0,0,0,0,0
NP_012729.1 acyl carrier protein,1,1,0,0,0,0,0
NP_012730.1 2-(3-amino-3-carboxypropyl)histidine synthase,0,0,0,1,0,0,0
NP_012731.1 calcineurin regulatory subunit B,1,0,1,0,0,1,0
NP_012732.1 Hym1p,0,1,0,1,0,0,0
NP_012733.1 ATP-binding cassette long-chain fatty acid transporter PXA2,1,1,0,1,1,0,1
NP_012734.1 Fat3p,1,1,1,1,1,1,1
NP_012735.1 Mtr2p,0,0,1,0,1,0,1
NP_012736.1 DNA-binding transcription repressor ASH1,0,0,0,0,0,0,0
NP_012737.1 ornithine decarboxylase SPE1,1,0,1,1,1,0,0
NP_012738.1 Lot5p,1,1,1,0,0,0,0
NP_012739.1 tetrafunctional fatty acid synthase subunit FAS1,1,1,1,1,1,1,1
NP_012740.1 ribose phosphate diphosphokinase subunit PRS1,0,0,0,0,0,0,0
NP_012741.1 ribosomal 60S subunit protein L17A,0,0,0,0,0,0,0
NP_012742.1 Coy1p,1,0,1,0,1,0,1
NP_012743.1 Ste3p,1,1,1,1,1,1,1
NP_012745.1 Lst4p,1,0,1,1,1,1,1
NP_012746.1 Zn(2+) transporter ZRT3,1,1,1,1,1,0,1
NP_012747.1 Tpo5p,1,1,1,1,1,1,1
NP_012748.1 U5 snRNP GTPase SNU114,1,0,1,1,1,0,1
NP_012749.1 Ebp2p,0,0,0,0,0,0,0
NP_012750.1 protein kinase NNK1,1,0,0,1,1,0,0
NP_012751.1 mitochondrial 54S ribosomal protein YmL38/YmL34,1,0,0,0,0,0,0
NP_012753.2 putative serine/threonine protein kinase KKQ8,0,0,0,1,0,0,0
NP_012754.1 mitochondrial 54S ribosomal protein MRP49,0,0,0,0,0,0,0
NP_012755.1 cAMP-dependent protein kinase catalytic subunit TPK3,0,1,0,0,0,0,0
NP_012756.1 mannose-ethanolamine phosphotransferase MCD4,1,1,1,1,1,1,1
NP_012757.1 beta-1-glucan linked protein,1,1,1,1,1,1,1
NP_012758.1 beta-1-glucan linked protein,1,1,1,1,1,1,1
NP_012760.1 type II protein arginine methyltransferase,1,0,0,0,0,1,0
NP_012761.1 putative protein kinase KDX1,0,1,0,0,0,0,0
NP_012762.1 Elf1p,0,0,1,0,0,0,0
NP_012763.1 Rcn1p,0,0,0,0,0,0,0
NP_012765.3 metallo-aminopeptidase,1,1,1,1,1,1,1
NP_012766.1 ribosomal 40S subunit protein S27A,0,1,0,0,0,0,0
NP_012767.1 mitochondrial 37S ribosomal protein RSM22,1,0,0,0,0,0,0
NP_012768.1 Signal recognition particle receptor subunit beta,1,1,0,0,1,0,1
